clean_text,label
urlyour account has been locked due to unusual urlsit,1
onpoint cu security alert we detected a fraudulent withdrawal on your account tap the link below  url org to protect your account,1
"unionbankattention
all funds are on hold due to multiple fraudulent direct deposits remaining direct deposits will remain in pending

visit
 to remove hold",1
freemsgwfargo your billpay did not process as scheduled we are here to help you solve it follow lpsfwfargo to review,1
qz jdrs  debit of  has been made on datetime   kindly examine details,1
bank of america edd alert you have a pending deposit of  on your edd prepaid debit card please verify and reactivate your card with the link below to approve the deposit to your card,1
"bank of america fraud dep your debit card has been restricted due to unusual transactions
see here url",1
navyfederalsfwsdsyour account has been locked due to unusual urlsit url to unlock,1
"your account has been limited we have locked your account id because our service has detected two unauthorized attempt

to unlock your account you required verify your account click the link below to unlock your account 
url

your account will be automatically unlock after finishing the verification

best regards
paypal service",1
fr dbs  there a withdrawal sgd  from your dbsposb paylah on datetime at  if unauthorised visit url stop process,1
rbc bank alert  your online account is temporarily locked due to suspicious activity please login and verify your information,1
navyfed  withdrawn at atmsw to dispute go to url,1
bfa alertspossible transaction attempt datetime of believe not made by you kindly contact us on datetime now,1
gd xvll  debit of  has been made on datetime   kindly look into details,1
invstboa we werent able to process your last withdrawal for more details visit url,1
front wave alert your  debit txn at  zeus was successful if this wasnt you go to url cancel,1
edd debit card alert your edd prepaid bankofamerica debit card starting with usdriverlicense have pending deposit of  ach value credit which is not yet posted to your account due to the restriction on your card please reactivate your card with the link below to approve the deposit and continue using your card edd debit card alert your edd prepaid bankofamerica debit card starting with usdriverlicense have pending deposit of  ach value credit which is not yet posted to your account due to the restriction on your card please reactivate your card with the link below to approve the deposit and continue using your card,1
bofaedd alert  your boa edd prepaid card has been disabled for security reasons visit to url reactivate your card now,1
for security reviewdue to unusual activityverify account at,1
click the link to upgrade your wells fargo account weburl,1
wells fargo bank account is suspended due to recent database breach for safety click url to reactivate,1
edd your primary funds transfer account has been updated if this was not you visit url to cancel and block this attempt,1
your edd prepaid visa debit card datetime has been locked and under review due to unusual activities on the account click the secured website link provided below to review your correct card information to reactivate and reopen your card now,1
chase mobile online access locked due to multiple failed attempts of wire transfer from ip please identify your details at url to unlock,1
"notification  update your payment details as soon as possible
were having some trouble with your current billing information click link below to update your billing information",1
namedentityyour account has been restricted v isit url,1
we need you to confirm debit info and email on file if not access could be locked url,1
"new information
we have detected new unusual login from another device for security reason we had to locked your account to access your account you need to validate the billing address before datetime on link below  url
best regards
paypal",1
boa your online profile has a probable association with a system vulnerability log in and verify your details at url to prevent identity theft,1
"citi alert datetime
debit card associated with acct is locked
location
at earliest convenience
stopendhelphelp",1
revolut we had to limit some features we require you to upload your id and selfie via the link to continue using your app url,1
citibank to finish linking amanda p to your account reply namedentity authorized this visit url to secure your account,1
paypalsupport  your account has been url and secure here immediately  url  vhfj,1
security warningcqocontact our  support phonenumber ebtcard is currently namedentity messageid for uknhs,1
we have made several attempts to reach you this is your final courtesy call before we are unable to lower your credit card interest rate press one to speak to the member services department or press two and your eligibility to lower your rate will expire listen to voice message phonenumber,1
"as a security check against your paypal account has been restricted

please click on the following link to provide your information url

if we do not receive a response to our verification attempt within datetime we will permanently limit your account

thank you
paypal",1
"new login detected from
phonenumber  oman  android
follow link below to unlock your account
url
verify your account within datetime or your paypal account will be terminated permanently
regards
paypal id usdriverlicense",1
your citi bank online id was locked up due to suspicious account use please update your informations from link below,1
edddcabofaalert your prepaid card starting  has been deactivated click below to reactivate now,1
bank of america hurry up  offers have arrived  value  storag url,1
call phonenumber now   your urld have been locked accountid uknhs,1
you just sent a payment to namedentity for  usd if you do not make this transaction you must cancel before datetime,1
bankofamerica update your account information due to repeated login attempts on urline immediately,1
citibank activity alert please follow,1
your venmo account has been locked we recently received multiple failed login attempts to your account recovery your account immediately click link bellow urldeemailaddressurl please take action on your account within datetime,1
alert ref vwrpq namedentity read complete msg now,1
"freemsgwfargo
your billpay did not process as scheduled we are here to help you solve it follow lpsfwfargo to review",1
"usbank unusual activity
acc frozen
to unlock go  urlusbank",1
pnc  alart we recently noticed a suspicious operation on your account for the safety of your account visit here,1
alert wells fargo notification immediate action is required visit url,1
citizensbank a charge of  is on hold reply yes to process not you visit url before datetime reply optout to pause alerts,1
alertbankingid itxx  datetime  quick review for your banking application is required at usbanknumber notificationidaayyyaaa,1
chasealert did you use your debit card at gamestop  declined datetime please visit us,1
citi unauthorized activity was detected we have moved foward in locking your account please verify at url or at a local branch,1
navyfederaloyczzyour account has been locked due to unusual transactionsunlock it now visit,1
aib due to unusual activity your card has been placed on hold url and follow the onscreen instructions to reactivate,1
citi alerts  we have blocked access to your debit card due to unusual activity verify your details at url,1
citialrt your debit has been disabled visit url to regain,1
citi your contact information has been updated if this wasnt you please review visit url to verify,1
your ssn has been locked due to recent activities use the link to recover your account immediately,1
customerdepartmentphcnicontact our  support phonenumber  msg for datetime urld is currently blocked,1
your edd card has been closed due to fraudulent transactions made to your account login to ensure safety at  url,1
prepaidbankofcamerica alert your online banking has been disabled due to new online updates to update your information please verify at url,1
"your account is on hold were having some trouble with your current billing information

recovery your account immediately click link bellow",1
"were temporarily place your paypal locked
to restore follow instruction below

url

complete the recovery within datetime otherwise paypal account permanently locked

we are sorry for any inconvenience has caused
thank you for",1
your boa unemployment card is having irregular activities new login detected if this wasnt you follow steps url,1
citi bank please visit here and complete your debit pin again url,1
jpmorgan alerts your accounts are on hold due to unauthorized activity visit url to verify your account,1
chase alertsmwe noticed unusual activities on your account visit url web to verify the activities reply stop to stop msg  data rates may apply,1
interac etransfer reminder  you have a transfer that hasnt been deposited seeurl data rates may apply,1
free msg wells fargo recently we discovered unusual activity or updates on your account that we believe may be unauthorized for your security wells fargo monitors all transactions to protect your account from misuse you will not be able to use the atmdebitcredit card linked to this account for withdrawals or purchases until you verify your information visit us at url to secure your account,1
wells fargo update a decision has been made your account is suspended visit url to regain access now this action takes datetime,1
free msg citi your citi card has been locked by us to prevent unauthorized use visit url to unlock now,1
rbc bank alert  your online account is temporarily locked due to suspicious activity please login and verify your information,1
b of a  your account has been locked due to fraud attempt made on  dec to prevent account closure please visit url to verify,1
banco de oro  your account has been restricted due to unrecognized attempts failure to take action will result in account termination within datetime update here url,1
your account has been debited  for hp pro series usdriverlicense order idamzbmx if you did not authorize this call us datetime,1
customer alertecontact our  securitydepartment phonenumber  ebtcard temporarily frozen messageid for datetime,1
credit score update there is your current credit score to receive details open link url oaktfgv reply end to unsubscribe,1
citi  we blocked your account due to unusual activity  please visit  url  to verify your account,1
citizen bank  we have observed a potential risk related to your account for your protection we have locked your access as a precaution and require you to visit the secured link below to access into your account,1
regions alerts did you attempt a charge of  on your card at gamestop on datetime at pm est cancel request here,1
navy federal cu you have successfully signed on from ip ipaddress location location if this wasnt you visit url,1
account temporarily locked visit url,1
your online access has been temporary on hold please update your details immediately please click url,1
c h a s e your account under review for verification please visit link below,1
"your account has been limited
we have locked your account id because our service has detected two unauthorized attempt
to unlock your account you required verify your account
click the link below to unlock your account 
url
your account will be automatically unlock after finishing the verification
best regards
paypal service",1
acc frozen to unlock go  urlusbank,1
usb urgent  suspicious behavior has been observed on your debitcard call us at datetime to authenticate,1
datetime your unionbank account has been flagged for fraudulent transaction your account will be disabled in datetime verify your account here url,1
datetime we would like to notify unionbank users about the data breach happened datetime affected users will receive this message to avoid disabling of account in datetime update your details here urlemailaddress,1
weve locked your bank of america account due to unusual activitynnnew login from nphonenumber  zimbabwe nbrowser uc browsernnto restore your account click link below,1
your chase account has been suspended for security reasons your account will be inactive until you verify your account,1
important auction  in order to avoid your wf accountsuspension please verify your cvp here url,1
attention your bank of america edd debit card  has been temporarily locked due to suspicious activity please visit url to unlock your account,1
smschase datetime to confirm your phoneurl qqzusvqs usbanknumber,1
nrpaccountsphonenumberattentionrequired,1
bofa online we detected unusual activity from your account from an unknown device review the following transaction here url,1
wells fargo  unauthorized signin from a new device was stopped if this was not you please visit url to verify,1
wellsaccountsphonenumberattentionrequired,1
"mportant msg frm chase bank
this is an namedentity to help manage your chase bank account  were letting you know that weve detected some unusual transactions on your chase card a  debit card transaction approved to medoptavia on datetime at datetime
a  debit card transaction declined at top up bv on datetime at datetime due to the unusual transactions detected we have temporarily locked your card plus your online banking if you have any concern about these transactions we advice you to visit link below url to recover these transactions here and unlocked your card to available to use again thank you for choosing chase bank do not reply to this message",1
we have temporarily suspended your account due to suspicious logins please verify your details at url to regain access,1
urgent to continue with our uninterrupted services pls update your pan details by clicking on url  bajaj finance ltd,1
wellsfargocall to resolve  phonenumber weve temporarily frozen your acc to prevent fraud idqcox,1
your voucher of rs is here for activation on creditcard usdriverlicense in sep use code  redeem it url till th feb queries call phonenumber,1
ubank following the maintenance we require you to verify your fa information to keep your account secure please visit url to do so,1
kcb dear customer we have notice suspicious activity on your accout and had to suspend it contact us within datetime to confirm your details call usbanknumber,1
dear sbi user your namedentity ac will be blocked datetime please update your pancard verify your netbanking kyc detail click on link url,1
dear sbi customer your account has been blocked datetimeplease updated your pancardnumber click here link,1
dear sbi user your ac will be blocked datetime update pan card verification for ekyc immediately from here,1
bdo alert your online access is suspended momentarily to reactivate register your device,1
dear sbi customer your sbi yono account has been suspended datetime please update your pan card number click here,1
dear customer your yono sbi account will be blocked please update your pancard and complete your kyc click here url,1
dear sbi user your yono account will be blocked datetime please click on the link to update your pan card number url sbi team,1
dear sbi customer your sbi yono account has been suspended datetime please update your pan card number click here link url thank you sbi,1
dear user your icici bank account will be blocked datetime please update your pan card immediately open icici bank apk,1
credit union all users are required to comply to new updates to our system failure to review may lead to hold on account,1
dear customer sbi account is blocked please click the link to update your pan number radht,1
rbcalert action needed at url login to continue,1
your account will be revoked in order to update your cba security settings you need to verify your account,1
dear canara bank customer your account has been blocked due to kyc within datetime phonenumber to continue your services,1
dear hdfc user your hdfc netbanking will be block datetime please click on the link and update your pan no immediately,1
dear sbi yono user your ac will be blocked by datetime please update your pancard now click here link url,1
dear sbi yono user your,1
dear user your hdfc ac blocked datetime please click here link update your pancard number thank you hdfc bank,1
bdoadvisory your account has been blocked you need to update your account to continue our services click here to update,1
dear hdfc user your hdfc netbanking will be suspend today please click on the link and update your pan no,1
dear customer your sbi netbanking ac will be blocked please update pan card click here link url,1
important  cibil report will be sent to you via sms fees rs will be added to st emi to optout sms ctr n to phonenumber in datetime to get wallet care with free zee subscription at special price click url,1
dear customer your sbi netbanking account will be suspended by datetime please update your pan card now visit the link url,1
dear user your hdfc netbanking will be block datetime click on the link to update your pan no immediately,1
dear sbi user your state bank of india account is put on hold please click the link to update your pan link url,1
dear customer your sbi account has been blocked datetime please update your pan card click there link,1
simpl never calls for namedentity do not share it with anyone  authorize your zomato purchase using namedentity   simpl pay,1
dear customer your sbi yono account will be hold datetime please update your kyc immediately click here,1
dear customer your sbi net banking account will be blocked by urlease namedentity now visit the link url,1
dear customer your sbi ac will be blocked datetime please update your pancard click here link,1
your sbi account is blocked update pan number please update it at the earliest using the following link url to prevent service interruptions nagh,1
dear user your hdfc credit card reward points worth rs will expire datetime kindly redeem your points in cash click here url trdsb,1
citi alrt your debit is now on hold please visit url to regain,1
dear sbi yono user your acwill be blocked datetime updatedpancard for kyc verify your account login with netbanking click link,1
please complete your kyc verification process to continue using sbi yono services your cooperation is highly appreciated url thank you,1
dear customer your sbi net banking will be blocked datetime please update your pancard immediately,1
your account has been frozen to restore access please visit url,1
dear hdfc customer your hdfc netbanking account will be suspended datetime please update your pancard number immediately visit the link,1
your sbi account is blocked update pan number please update it at the earliest using the following link url to prevent service interruptions nagh,1
dear customer your sbi net banking account will be blocked by datetime please namedentity now visit the link,1
hi our ficcl authorised agent will contact you regarding your overdue to know the list of authorised agent pls click the below link url ignore if already paid fullerton location,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number url sbi team,1
dear hdfc user your bank ac has been blocked datetime update pancard verify your ac with login netbanking for kyc click here link,1
trx id usbanknumber you have received rs from shehru mai with namedentity and your new easypaisa account balance rs,1
on datetime at datetime you tried to add k lauren as a payee if you dont recognise this please visit,1
dear customer your hdfc ac has been blocked datetime please update your pan card url,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number url sbi,1
dear user your sbi bank account will be suspended datetime please update your pan card click here to link,1
dear customer your sbi yono account will be suspended by datetime please update your pan card now visit the link url,1
dear customeryour hdfc bank credit card reward point rs expire datetime kindly redeem point in cashback by clicking on link url,1
union hello credit union account has been put on a hold please verify your account,1
dear customer sbi yono ac will be blocked please update pancard visit the link,1
dear customer your sbi account has been blocked datetime please update your pan card,1
dear sbi user your yono netbanking account will be blocked datetime please update your pan card click here link,1
dear customer your sbi account yono and netbanking will be block datetime please update your pan card now click here,1
your credit card number namedentity is returned undelivered and hence will be destroyed on datetime as a prescribed,1
sbi yono user your ac will be blocked by datetime please update your pancard number click here link,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number url sbi,1
dear sbi yono user your ac has been blocked datetime please update pan card for ekyc through netbanking click here,1
congrats your sbi credit card application can be approved tc apply url,1
dear customer your sbi account will be blocked datetime please update your pan card click here link url sbi,1
dear sbi customer your sbi yono account has been suspended datetime please update your pan card number click here,1
dear sbi user your account will be block datetime please update your pan card click here url,1
unionbank final warning your registered mobile number needs to be updated please update hereurl to continue receiving onetime pinotp,1
dear customer your hdfc bank account has been blocked datetime please update your pancard immediately via on link url thank you,1
dear sbi user your ac will be blocked datetime update your pan card namedentity click here link,1
apple due to unrecognized transactions weve had to prohibit your wallet functions kindly redirect yourself to url to enable your wallet features,1
dearsbi user your stateurlcount will be close today due to incomplete kycupdate online pannopen the link,1
santander a new logon attempt was made at  if this wasnt you proceed here url,1
estmt for your sbi card ending with xx dated datetime has been sent to your registered email id total amt due rs  min amt due rs  is payable by datetime sms enrs to usdriverlicense if not received within datetime click url to pay your sbi credit card bill,1
dear customer your mobile number for your banking account  has been updated if you have not requested for this change please call customer service immediately  stanchart  dear customer your x for your banking account  has been updated if you have not requested for this change please call customer service immediately  stanchart  dear customer your x for your banking account  has been updated if you have not requested for this change please call customer service immediately  stanchart,1
dear customer your sbi yono account closed datetime contact now and update your pan number details in location,1
dear sbi customer your sbi yn account has been suspended datetime please update your pan card number click here link url thank you sbi,1
dear hdfc customer your hdfc net banking will be suspended datetime please update your pan card now visit below the link,1
sbi yn user your ac will be blocked by datetime please update your pancard number click here link,1
dear hdfc user your hdfc netbanking will be suspend today please click on the link and update your pan no,1
your sbi yono ac details are incomplete to continue using our services please update them by clicking on the link url nice ent,1
dear customer your hdfc net banking account will be suspended today please update your pan card click here to link url dear customer your hdfc net banking account will be suspended today please update your pan card click here to link url,1
dear sbi user ac will be blocked datetime update pancard for kyc verify login namedentity urlnamedentity click,1
dear sbi customer your sbi yn account has been suspended datetime please update your pan card number click here link url thank you sbi,1
dear user your hdfc netbanking will be block datetime please click on the link to update your pan no immediately,1
dear hdfc bank user your hdfc netbanking account will be blocked datetime please click on the link and update your pan card immediately,1
dear hdfc user your hdfc netbanking will be suspend today click on the link and update your pan no,1
your card has been limited due to unusual activities go to url to restore access,1
dear customer your sbi yono account will be suspended by datetime please update your pan card now visit the link,1
dear sbi customer your sbi yono account has been suspended datetime please update your pan card number click here link,1
dear sbi customer your sbi yono account will been blocked datetime please update your pan card details click here link thank you,1
dear user your sbiyono ac has been blocked datetime update your pan card url here link url,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number url sbi team,1
your fnb account is not updated on the new  server tap  url to update your account to halt server block within hrs fnb team,1
dear sbi user your sbi netbanking account will be blocked by datetime please update your pancard now dear sbi user your sbi netbanking account will be blocked by datetime please update your pancard now,1
dear customer your state bank of india account will be hold please update your kyc click to url thanks immense,1
dear customer your sbi bank account will be suspend  datetime please click here to link and update your pan no immediately,1
dear sbi user your yono account will be blocked datetime please update your pan card number click here link,1
dear customer your sbi yono account has been blocked  datetime please update your pan card url,1
dear customer your sbi yono account has been blocked please update your pan card number click here link,1
dear user your sbi yono account will be blocked urlease update your pan card immediately click on below the link,1
dear customer shadow amount rs  marked in your ac xxxxx for ticket no  please contact your home branch for submitting necessary documents sbi,1
we have been forced to limit some account features within your app and require additional information therefore we require you to carry out an id and selfie check via the following url url,1
your debit card has been restricted due to suspicious activity please visit,1
dear customer your sbi yono account has been blocked please update your pan card number click here link,1
paypal your account has been logged in with new device from location on location at datetime gmt if not you call phonenumber now,1
dear customer your sbi yono account will be blocked datetime please reupdate your pan card and aadhar card,1
luno  your password has been changed,1
dear sbi user your yono account will be blocked datetime please click on the link to update your pan card number,1
dear hdfc user your hdfc netbanking will be block datetime please click on the link and update your pan no immediately,1
kcb dear customer your account has been suspended contact usbanknumber kcb bank within datetimethank you,1
dear customer your sbi bank account has been blocked please update your kyc in click here link,1
hello owhorjipraise please be informed that your were debited usdriverlicense for a transaction you initiated on datetime however if you claim you did not initiate this transaction this indicates that you have compromised your debit card details we will be required to freeze your account block your debit card and delete all echannels these are the precautions we put in place to secure your account from further unauthorized transactions kindly confirm if we should go ahead with the precautions however to block your card simply dial datetime from your registered mobile number to block your account simply dial datetime from your registered mobile number all inconveniences regretted thank you,1
dear customer your state bank of india account will be hold please update your kyc click to namedentity thanks immense,1
dear sbi user your ac has been blocked datetime update pancard for kyc with login netbanking click here link,1
dear user your hdfc bank account will be blocked datetime please update your pan card click here  url,1
santander your namedentity datetime deregister your device from mobile banking if this was not done by you please reply n,1
dear customer your hdfcbank ac blocked datetime due toincomplete kyc update your pancard and activatebank ac click here link url,1
dear sbi user yon ac temporary block datetime updat,1
dear hdfc user your ac will be blocked todayupdate pancard for urlrify your account login with netbanking kyc click here url,1
ncb alerts your account has been suspended due to suspicious activity please review your transactions at url to regain access,1
namedentity weve noticed unusual activity with your mobile account please,1
dear sbi user your namedentity ac will be blocked datetime please update your pan card click here link url thank you,1
visa  locked authenticate to restore now,1
dear user your sbi yono account will be close datetime click here on the link update your pan card number url sbi,1
dear sbi user your yn account will be blocked datetime please click on the link to update your pan card number url sbi team,1
dear sbi user your sbi account will be disable soon please click the link to update pan details link url,1
dear sbi yono user your account will be block datetime please update your pancard immediately click the link url,1
you have successfully added your ac no xxxxxxxx to namedentity app  axis bank,1
dear user your sbi yn account will be suspended please update your pan card immediately click here link thank you sbi,1
dear hdfc user your hdfc netbanking will be blocked datetime please click on the link and update your pan card number immediately,1
dear hdfc user your hdfc netbanking will be block today please click on the link and update your pancard no immediately url hdfc,1
cba  your code to register for apple pay is usdriverlicense this code will expire in datetime if you did not request this contact us on datetime,1
dear user your icici credit card rewards points worth rs datetime will expire datetime kindly redeem points in cash click here namedentity,1
dear sbi yono user your ac will be suspended datetime update pancard for kyc verify your account login with netbanking click url,1
apple we have locked your apple pay due to unusual activity go to url to keep using your account,1
dear sbi user yono account will be blocked urlease update your pancard click here to link url,1
dear user your sbi yono account will close datetime click here on the link update your pan card number,1
your credit union account has been put on hold for our new security update verify your account url,1
your sbi account is blocked update pan number please update it at the earliest using the following link url to prevent service interruptions nagh,1
dear sbi user your netbanking will be blocked urlease update your pan card visit the link,1
dear customer your india post payment bank ippb account has been blocked datetime please update your pan card click on the link url,1
dear customer your sbi net banking will be expire datetime please update your pan card number thank you click here,1
dear sirmam hdfc bank offers on personal loan roi  fore closure charges  contact phonenumber tc namedentity,1
